,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
33881,26.0,female,High School,35911.0,4,RENT,6600.0,EDUCATION,11.01,0.18,4.0,644.0,No,0.0
37525,34.0,female,High School,167032.0,11,MORTGAGE,25000.0,MEDICAL,12.36,0.15,7.0,625.0,No,0.0
22067,30.0,female,Master,63293.0,9,MORTGAGE,4200.0,EDUCATION,11.01,0.07,6.0,716.0,No,0.0
41511,23.0,male,Associate,72935.0,3,MORTGAGE,16800.0,EDUCATION,14.48,0.23,4.0,646.0,Yes,0.0
5182,,male,Associate,96865.0,6,RENT,9000.0,VENTURE,8.9,0.09,2.0,558.0,Yes,0.0
9042,24.0,female,Associate,72842.0,1,MORTGAGE,4000.0,HOMEIMPROVEMENT,11.86,0.05,2.0,594.0,No,0.0
16735,23.0,female,High School,54742.0,1,MORTGAGE,8650.0,VENTURE,14.27,0.16,3.0,647.0,Yes,0.0
23059,28.0,female,Associate,73227.0,5,OWN,7000.0,EDUCATION,7.66,0.1,9.0,519.0,Yes,0.0
44034,28.0,female,Master,51230.0,8,RENT,,MEDICAL,14.59,0.24,10.0,667.0,No,1.0
15785,24.0,male,Bachelor,207521.0,2,MORTGAGE,15000.0,EDUCATION,10.37,0.07,4.0,695.0,Yes,0.0
27281,34.0,male,Bachelor,157169.0,14,MORTGAGE,6450.0,MEDICAL,13.23,0.04,7.0,713.0,No,0.0
27749,34.0,female,Associate,122169.0,12,RENT,16000.0,VENTURE,6.17,0.13,9.0,636.0,No,0.0
44326,26.0,male,High School,34786.0,1,RENT,9851.0,MEDICAL,7.19,0.28,4.0,617.0,No,1.0
29407,38.0,male,Bachelor,73041.0,15,RENT,16000.0,VENTURE,13.22,0.22,14.0,687.0,No,0.0
21338,31.0,female,High School,57594.0,9,MORTGAGE,5000.0,HOMEIMPROVEMENT,10.38,0.09,6.0,561.0,No,0.0
2371,26.0,male,Master,52867.0,3,RENT,2500.0,EDUCATION,13.49,0.05,2.0,556.0,Yes,0.0
25737,34.0,female,Master,109104.0,16,MORTGAGE,9900.0,DEBTCONSOLIDATION,5.99,0.09,5.0,709.0,No,0.0
10228,22.0,female,Bachelor,72794.0,1,MORTGAGE,14000.0,EDUCATION,7.49,0.19,2.0,708.0,No,1.0
9587,24.0,female,High School,76318.0,2,MORTGAGE,6000.0,MEDICAL,10.2,0.08,2.0,559.0,Yes,0.0
11493,22.0,female,Associate,76049.0,1,RENT,10000.0,EDUCATION,11.01,0.13,2.0,661.0,Yes,0.0
18341,33.0,female,High School,64731.0,11,RENT,20000.0,PERSONAL,13.04,0.31,10.0,567.0,No,1.0
525,22.0,female,Bachelor,99087.0,0,RENT,21600.0,PERSONAL,13.61,0.22,3.0,597.0,No,0.0
40288,24.0,female,Bachelor,132954.0,3,RENT,,VENTURE,10.72,0.15,3.0,610.0,No,0.0
8441,25.0,female,High School,150899.0,2,RENT,7500.0,HOMEIMPROVEMENT,12.69,0.05,4.0,653.0,No,0.0
32785,44.0,male,Associate,52639.0,21,RENT,7821.0,MEDICAL,11.06,0.15,13.0,613.0,No,0.0
28412,31.0,male,Bachelor,107688.0,7,RENT,10000.0,MEDICAL,10.99,0.09,5.0,630.0,Yes,0.0
1185,24.0,male,Bachelor,30872.0,1,MORTGAGE,4000.0,MEDICAL,11.11,0.13,2.0,486.0,Yes,
15603,23.0,female,High School,24168.0,2,OWN,,PERSONAL,6.54,0.25,2.0,535.0,No,1.0
37105,22.0,female,High School,41052.0,3,RENT,1000.0,DEBTCONSOLIDATION,10.9,0.02,2.0,667.0,Yes,0.0
40181,30.0,female,Master,180922.0,9,MORTGAGE,7925.0,EDUCATION,11.77,0.04,10.0,679.0,Yes,0.0
34982,35.0,male,Master,85030.0,13,RENT,20165.0,PERSONAL,10.75,0.24,12.0,703.0,Yes,0.0
3205,23.0,female,High School,44334.0,0,MORTGAGE,2000.0,EDUCATION,11.49,0.05,2.0,673.0,Yes,0.0
39429,24.0,male,Bachelor,78812.0,0,RENT,5000.0,EDUCATION,12.16,0.06,2.0,644.0,Yes,0.0
30925,38.0,female,High School,84484.0,15,MORTGAGE,9250.0,PERSONAL,7.51,0.11,17.0,568.0,No,0.0
25056,30.0,male,Bachelor,34341.0,6,RENT,,PERSONAL,14.22,0.35,8.0,635.0,No,1.0
42065,24.0,male,Associate,58340.0,2,RENT,6000.0,EDUCATION,11.2,0.1,4.0,641.0,No,0.0
43905,36.0,male,Bachelor,44161.0,14,RENT,16000.0,PERSONAL,9.23,0.36,16.0,668.0,No,1.0
26331,28.0,female,Bachelor,121109.0,4,MORTGAGE,3950.0,EDUCATION,11.01,0.03,5.0,702.0,No,0.0
39119,26.0,male,Master,112868.0,4,MORTGAGE,6203.0,PERSONAL,14.09,0.05,3.0,688.0,Yes,0.0
15511,26.0,female,Bachelor,168956.0,1,MORTGAGE,13050.0,HOMEIMPROVEMENT,14.59,0.08,3.0,617.0,Yes,0.0
17524,23.0,male,High School,72969.0,0,MORTGAGE,7000.0,EDUCATION,12.99,0.1,2.0,,Yes,0.0
28061,29.0,female,High School,15532.0,8,RENT,,EDUCATION,15.05,0.29,9.0,,No,1.0
26600,29.0,female,High School,40953.0,8,RENT,2000.0,VENTURE,11.71,0.05,9.0,676.0,Yes,0.0
37088,23.0,female,Bachelor,90942.0,0,MORTGAGE,15000.0,MEDICAL,13.36,0.16,4.0,614.0,Yes,0.0
29942,37.0,male,Master,85085.0,14,RENT,4900.0,EDUCATION,12.18,0.06,15.0,608.0,Yes,0.0
13120,22.0,male,Master,106685.0,0,MORTGAGE,21000.0,DEBTCONSOLIDATION,6.17,0.2,2.0,588.0,Yes,0.0
22674,27.0,female,High School,62081.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.99,0.16,5.0,678.0,No,1.0
13703,23.0,male,Bachelor,114604.0,3,MORTGAGE,14400.0,EDUCATION,11.83,0.13,3.0,707.0,No,0.0
6361,24.0,male,High School,59822.0,0,MORTGAGE,7000.0,VENTURE,13.17,0.12,4.0,547.0,Yes,0.0
11782,23.0,male,Bachelor,101542.0,0,RENT,10000.0,DEBTCONSOLIDATION,5.99,0.1,2.0,667.0,No,0.0
19457,29.0,female,Doctorate,57430.0,8,RENT,3000.0,MEDICAL,10.25,0.05,7.0,698.0,No,0.0
8449,24.0,male,Associate,70788.0,0,MORTGAGE,,DEBTCONSOLIDATION,7.9,0.22,3.0,632.0,Yes,0.0
34814,28.0,male,High School,45627.0,8,RENT,3000.0,MEDICAL,11.16,0.07,5.0,,Yes,
22483,27.0,female,Master,35931.0,3,RENT,7200.0,MEDICAL,13.11,0.2,6.0,733.0,No,0.0
30141,37.0,male,High School,96958.0,12,RENT,5500.0,EDUCATION,7.88,0.06,11.0,595.0,No,0.0
11346,22.0,female,Master,70795.0,0,RENT,10000.0,DEBTCONSOLIDATION,6.54,0.14,2.0,653.0,Yes,0.0
18192,27.0,,Associate,193811.0,7,MORTGAGE,8000.0,DEBTCONSOLIDATION,11.36,0.04,9.0,617.0,Yes,0.0
22325,31.0,male,Master,36673.0,4,RENT,7000.0,EDUCATION,6.92,0.19,8.0,644.0,No,0.0
30532,48.0,male,Bachelor,154484.0,24,RENT,7500.0,EDUCATION,17.49,0.05,11.0,676.0,No,1.0
7089,22.0,male,High School,73115.0,0,RENT,7000.0,MEDICAL,9.99,0.1,4.0,492.0,Yes,0.0
7110,26.0,male,,76695.0,5,RENT,7000.0,VENTURE,14.84,0.09,2.0,712.0,No,0.0
25487,27.0,male,Bachelor,103166.0,5,OWN,10000.0,VENTURE,13.23,0.1,7.0,616.0,No,0.0
27419,31.0,female,Bachelor,168992.0,12,MORTGAGE,30000.0,MEDICAL,11.71,0.18,7.0,680.0,No,0.0
24033,34.0,female,Associate,76311.0,10,OWN,20500.0,VENTURE,20.0,0.27,8.0,678.0,No,1.0
8929,25.0,male,Associate,58540.0,6,RENT,8000.0,PERSONAL,13.11,0.14,4.0,674.0,No,0.0
26738,29.0,male,Associate,37021.0,7,RENT,15000.0,DEBTCONSOLIDATION,16.4,0.41,10.0,637.0,No,1.0
11238,24.0,male,Bachelor,87424.0,1,MORTGAGE,5000.0,HOMEIMPROVEMENT,13.93,0.06,2.0,599.0,Yes,0.0
14695,24.0,male,Bachelor,48139.0,2,RENT,15000.0,EDUCATION,9.63,0.31,4.0,665.0,No,1.0
25698,27.0,male,High School,109334.0,4,MORTGAGE,24400.0,MEDICAL,8.9,0.22,10.0,658.0,No,0.0
33831,32.0,female,Bachelor,90807.0,9,RENT,16000.0,VENTURE,13.2,0.18,8.0,689.0,No,0.0
11485,24.0,male,High School,75426.0,2,RENT,10000.0,HOMEIMPROVEMENT,13.49,0.13,3.0,,Yes,0.0
28193,27.0,female,Associate,103394.0,6,MORTGAGE,3800.0,MEDICAL,6.03,0.04,8.0,613.0,Yes,0.0
17250,23.0,male,High School,40182.0,2,RENT,4800.0,VENTURE,11.99,0.12,3.0,649.0,No,0.0
4186,23.0,male,High School,28977.0,2,RENT,4500.0,MEDICAL,17.99,0.16,3.0,584.0,No,1.0
34782,32.0,male,Master,90795.0,13,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.53,0.13,9.0,479.0,Yes,0.0
44872,26.0,female,,71814.0,0,RENT,12000.0,MEDICAL,13.1,0.17,4.0,557.0,No,1.0
13145,,male,High School,94608.0,2,RENT,12000.0,MEDICAL,16.4,0.13,4.0,665.0,No,1.0
37377,,male,Associate,63133.0,0,RENT,5000.0,PERSONAL,6.99,0.08,4.0,,Yes,0.0
4426,22.0,male,Bachelor,49399.0,1,MORTGAGE,6625.0,DEBTCONSOLIDATION,15.23,0.13,3.0,625.0,No,0.0
14541,23.0,male,Bachelor,49128.0,2,RENT,2000.0,PERSONAL,11.71,0.04,2.0,658.0,Yes,0.0
8847,25.0,male,High School,44036.0,3,RENT,8000.0,PERSONAL,12.73,0.18,2.0,,No,1.0
9583,21.0,female,Bachelor,40285.0,0,RENT,8250.0,PERSONAL,11.01,0.2,2.0,664.0,No,0.0
22301,27.0,female,Associate,33500.0,5,RENT,,MEDICAL,9.99,0.21,7.0,616.0,Yes,0.0
1125,23.0,female,Bachelor,57593.0,2,RENT,17000.0,DEBTCONSOLIDATION,9.99,0.3,4.0,592.0,No,1.0
29616,47.0,male,High School,41163.0,21,MORTGAGE,10000.0,PERSONAL,5.42,0.24,12.0,556.0,Yes,0.0
34425,38.0,male,Associate,132810.0,13,MORTGAGE,16000.0,VENTURE,6.14,0.12,13.0,596.0,Yes,0.0
38301,32.0,male,,147145.0,7,MORTGAGE,10000.0,MEDICAL,8.17,0.07,8.0,645.0,No,0.0
28199,,female,Bachelor,56374.0,8,RENT,9000.0,MEDICAL,7.51,0.16,5.0,640.0,No,0.0
31328,37.0,male,Associate,106689.0,13,MORTGAGE,14250.0,EDUCATION,11.89,0.13,14.0,635.0,No,
36574,28.0,male,High School,78754.0,3,MORTGAGE,8000.0,VENTURE,7.5,0.1,9.0,647.0,No,0.0
42549,22.0,male,,44385.0,0,RENT,14000.0,DEBTCONSOLIDATION,6.55,0.32,5.0,589.0,No,
12286,26.0,female,High School,37294.0,7,RENT,12000.0,DEBTCONSOLIDATION,11.11,0.32,3.0,,No,1.0
37468,33.0,,High School,216923.0,12,MORTGAGE,6906.0,HOMEIMPROVEMENT,7.63,0.03,7.0,647.0,Yes,
37357,24.0,male,Master,78696.0,2,RENT,12000.0,VENTURE,11.69,0.15,4.0,618.0,No,0.0
5090,24.0,male,Associate,59631.0,1,RENT,5000.0,MEDICAL,10.65,0.08,3.0,674.0,No,0.0
15676,26.0,female,Bachelor,183214.0,6,MORTGAGE,5800.0,EDUCATION,7.88,0.03,3.0,604.0,Yes,0.0
6345,26.0,male,High School,59753.0,5,MORTGAGE,14000.0,EDUCATION,7.88,0.23,2.0,593.0,Yes,0.0
40373,29.0,male,Associate,127720.0,0,RENT,8000.0,PERSONAL,7.49,0.06,7.0,653.0,Yes,0.0
40333,27.0,male,High School,112674.0,6,RENT,8143.0,HOMEIMPROVEMENT,11.79,0.07,6.0,612.0,No,0.0
12362,25.0,male,High School,48826.0,3,RENT,12000.0,EDUCATION,9.88,0.25,4.0,621.0,No,0.0
10746,26.0,male,High School,48984.0,4,RENT,10000.0,VENTURE,16.89,0.2,3.0,672.0,Yes,0.0
2714,25.0,,Associate,60779.0,0,RENT,12000.0,PERSONAL,7.88,0.2,2.0,547.0,Yes,0.0
783,23.0,male,Bachelor,27174.0,0,OWN,9000.0,VENTURE,7.88,0.33,3.0,619.0,Yes,0.0
22829,30.0,male,Bachelor,70471.0,4,MORTGAGE,10500.0,VENTURE,6.62,0.15,5.0,626.0,Yes,0.0
24446,33.0,male,,64731.0,9,RENT,10000.0,EDUCATION,8.94,0.15,9.0,640.0,Yes,0.0
40307,32.0,female,High School,53742.0,7,RENT,8000.0,MEDICAL,10.32,0.15,10.0,648.0,Yes,0.0
32330,51.0,female,Associate,97221.0,32,RENT,18000.0,VENTURE,18.78,0.19,19.0,648.0,No,0.0
15310,23.0,female,Bachelor,73062.0,0,RENT,15000.0,VENTURE,11.83,0.21,3.0,697.0,Yes,0.0
8438,22.0,male,Bachelor,70329.0,1,MORTGAGE,2500.0,VENTURE,12.53,0.04,3.0,630.0,Yes,0.0
37851,23.0,female,Master,72920.0,1,RENT,9000.0,VENTURE,9.6,0.12,4.0,591.0,Yes,
19329,32.0,male,High School,143552.0,11,RENT,2500.0,HOMEIMPROVEMENT,11.01,0.02,10.0,643.0,Yes,0.0
19227,33.0,male,Bachelor,62400.0,12,RENT,13075.0,VENTURE,16.7,0.21,8.0,683.0,No,1.0
29833,41.0,female,Bachelor,49018.0,17,MORTGAGE,1200.0,VENTURE,15.21,0.02,16.0,726.0,No,0.0
28663,33.0,female,Bachelor,45330.0,9,MORTGAGE,13000.0,MEDICAL,10.36,0.29,9.0,601.0,No,0.0
27797,,male,Master,270926.0,13,MORTGAGE,5000.0,VENTURE,7.49,0.02,9.0,676.0,No,0.0
8711,23.0,male,Master,73292.0,0,OWN,5000.0,MEDICAL,6.03,0.07,3.0,725.0,Yes,0.0
17550,24.0,male,Bachelor,36332.0,2,MORTGAGE,11000.0,VENTURE,11.71,0.3,2.0,634.0,Yes,0.0
14134,24.0,male,High School,121035.0,0,MORTGAGE,17400.0,PERSONAL,16.07,0.14,4.0,631.0,Yes,0.0
10061,24.0,female,Associate,78929.0,2,OWN,6000.0,PERSONAL,11.36,0.08,2.0,691.0,Yes,0.0
14741,25.0,male,High School,136750.0,1,MORTGAGE,25000.0,PERSONAL,10.59,0.18,2.0,650.0,No,0.0
24088,28.0,female,Associate,84915.0,4,MORTGAGE,8000.0,EDUCATION,6.62,0.09,5.0,670.0,No,0.0
27312,34.0,female,Bachelor,77935.0,13,RENT,15000.0,EDUCATION,10.25,0.19,8.0,580.0,Yes,0.0
42705,27.0,female,Bachelor,40601.0,3,RENT,5558.0,EDUCATION,11.41,0.14,5.0,656.0,No,1.0
44024,,female,Associate,51407.0,0,MORTGAGE,3023.0,DEBTCONSOLIDATION,11.62,0.06,4.0,638.0,No,1.0
24621,31.0,male,Doctorate,90760.0,9,MORTGAGE,13800.0,MEDICAL,11.01,0.15,9.0,694.0,Yes,0.0
23430,32.0,male,,76092.0,10,MORTGAGE,20000.0,DEBTCONSOLIDATION,12.53,0.26,6.0,621.0,Yes,0.0
1690,21.0,,Associate,48860.0,0,RENT,1775.0,EDUCATION,6.54,0.04,3.0,629.0,Yes,0.0
12559,26.0,male,Bachelor,73205.0,4,RENT,12000.0,PERSONAL,10.62,0.16,4.0,615.0,Yes,0.0
13896,23.0,male,Associate,64444.0,0,RENT,14000.0,VENTURE,14.27,0.22,3.0,656.0,Yes,0.0
6816,23.0,male,Master,78892.0,0,RENT,6000.0,EDUCATION,9.63,0.08,3.0,578.0,Yes,0.0
33327,27.0,male,Bachelor,229495.0,2,MORTGAGE,20000.0,VENTURE,12.05,0.09,5.0,563.0,Yes,0.0
30573,48.0,female,Master,39678.0,25,RENT,8000.0,MEDICAL,6.62,0.2,14.0,673.0,Yes,0.0
2825,24.0,male,High School,60935.0,1,RENT,3000.0,MEDICAL,11.01,0.05,2.0,611.0,No,1.0
44988,28.0,female,Associate,49170.0,4,RENT,10401.0,HOMEIMPROVEMENT,11.97,0.21,6.0,677.0,No,1.0
37404,25.0,female,High School,60878.0,0,RENT,13000.0,MEDICAL,12.13,0.21,3.0,515.0,Yes,0.0
30173,38.0,male,Associate,23334.0,13,RENT,6000.0,VENTURE,15.99,0.26,12.0,637.0,No,1.0
28252,30.0,female,High School,64802.0,10,RENT,12000.0,DEBTCONSOLIDATION,6.03,0.19,5.0,693.0,Yes,0.0
40088,26.0,male,Bachelor,151246.0,1,MORTGAGE,19627.0,DEBTCONSOLIDATION,12.12,0.13,3.0,510.0,Yes,0.0
3824,26.0,female,Bachelor,40067.0,6,RENT,4000.0,MEDICAL,14.27,0.1,2.0,608.0,Yes,0.0
28608,32.0,female,Bachelor,169089.0,4,MORTGAGE,5000.0,HOMEIMPROVEMENT,10.38,0.03,10.0,688.0,Yes,0.0
400,23.0,male,Associate,345520.0,0,RENT,24250.0,EDUCATION,12.53,0.07,3.0,652.0,Yes,0.0
27791,32.0,male,High School,265048.0,9,MORTGAGE,33000.0,HOMEIMPROVEMENT,20.0,0.12,9.0,661.0,No,0.0
3822,24.0,female,High School,39471.0,3,RENT,4000.0,HOMEIMPROVEMENT,17.93,0.1,3.0,610.0,No,1.0
24498,28.0,female,Associate,88534.0,3,MORTGAGE,14000.0,EDUCATION,12.73,0.16,6.0,602.0,Yes,0.0
30446,37.0,male,Associate,67051.0,14,OWN,24375.0,VENTURE,10.37,0.36,13.0,632.0,Yes,0.0
24926,29.0,male,Bachelor,95103.0,5,MORTGAGE,10000.0,VENTURE,12.73,0.11,7.0,603.0,Yes,0.0
36251,25.0,male,Master,37086.0,2,RENT,4000.0,EDUCATION,12.97,0.11,4.0,675.0,Yes,0.0
25004,29.0,female,Associate,96865.0,4,MORTGAGE,20000.0,VENTURE,14.96,0.21,10.0,679.0,No,0.0
29011,28.0,female,,51214.0,8,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.75,0.2,6.0,714.0,No,0.0
6876,21.0,female,High School,53733.0,0,MORTGAGE,6000.0,MEDICAL,12.61,0.11,3.0,637.0,No,1.0
16943,24.0,male,Bachelor,49050.0,4,RENT,3000.0,PERSONAL,17.27,0.06,2.0,618.0,No,1.0
32358,65.0,male,High School,70759.0,41,RENT,3000.0,EDUCATION,11.01,0.04,27.0,667.0,Yes,0.0
4862,26.0,male,Master,44699.0,8,RENT,5000.0,VENTURE,12.84,0.11,4.0,605.0,No,0.0
35338,32.0,male,Associate,48678.0,10,RENT,7000.0,PERSONAL,9.68,0.14,10.0,663.0,Yes,0.0
41378,23.0,female,Associate,43070.0,0,RENT,5000.0,MEDICAL,11.4,0.12,3.0,596.0,Yes,0.0
37676,32.0,male,High School,124344.0,13,MORTGAGE,35000.0,HOMEIMPROVEMENT,11.01,0.28,9.0,667.0,No,0.0
25879,28.0,male,Master,41820.0,6,RENT,2600.0,PERSONAL,15.62,0.06,9.0,611.0,No,1.0
37617,27.0,male,Master,61068.0,0,RENT,15000.0,VENTURE,15.09,0.25,5.0,655.0,Yes,0.0
11319,24.0,female,High School,68165.0,0,RENT,10000.0,MEDICAL,12.21,0.15,2.0,625.0,Yes,0.0
22700,32.0,female,Master,62135.0,10,MORTGAGE,15000.0,MEDICAL,11.01,0.24,8.0,670.0,No,1.0
32590,27.0,male,Associate,58558.0,5,MORTGAGE,10000.0,EDUCATION,6.0,0.17,5.0,690.0,No,0.0
43232,31.0,female,Doctorate,90745.0,8,MORTGAGE,9950.0,DEBTCONSOLIDATION,15.18,0.11,6.0,707.0,No,1.0
15165,24.0,male,Associate,28633.0,0,RENT,1500.0,DEBTCONSOLIDATION,7.68,0.05,2.0,621.0,Yes,0.0
28380,27.0,male,Bachelor,64762.0,2,MORTGAGE,5600.0,DEBTCONSOLIDATION,11.86,0.09,6.0,610.0,Yes,0.0
33574,23.0,male,Associate,49002.0,2,RENT,,PERSONAL,11.71,0.04,3.0,663.0,No,0.0
2602,22.0,male,Associate,46656.0,0,RENT,3000.0,EDUCATION,10.28,0.06,3.0,654.0,Yes,0.0
27003,29.0,female,High School,31031.0,6,OWN,10000.0,MEDICAL,13.49,0.32,5.0,514.0,Yes,0.0
27143,31.0,male,Associate,29784.0,6,RENT,1500.0,HOMEIMPROVEMENT,11.86,0.05,10.0,687.0,No,1.0
36615,25.0,female,High School,162996.0,4,MORTGAGE,25000.0,MEDICAL,8.08,0.15,3.0,,No,0.0
13923,23.0,male,Associate,104217.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,16.0,0.05,3.0,646.0,No,1.0
30185,45.0,male,High School,58506.0,20,MORTGAGE,8000.0,HOMEIMPROVEMENT,9.63,0.14,13.0,679.0,Yes,0.0
35932,23.0,female,Bachelor,86265.0,0,RENT,3158.0,VENTURE,13.65,0.04,4.0,623.0,Yes,0.0
40683,25.0,female,Bachelor,211045.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,676.0,Yes,0.0
8934,25.0,male,Associate,60295.0,0,RENT,8000.0,EDUCATION,8.0,0.13,3.0,527.0,Yes,0.0
41463,28.0,female,High School,91317.0,4,MORTGAGE,15000.0,VENTURE,8.76,0.16,7.0,615.0,Yes,0.0
2868,22.0,,Master,78958.0,0,RENT,3000.0,EDUCATION,6.99,0.04,4.0,701.0,No,0.0
44299,31.0,male,Associate,36958.0,9,RENT,14125.0,MEDICAL,14.02,0.38,10.0,714.0,No,1.0
39139,22.0,female,High School,54957.0,3,RENT,4000.0,PERSONAL,7.9,0.07,3.0,625.0,No,0.0
27673,27.0,female,Associate,108855.0,5,RENT,15600.0,PERSONAL,12.69,0.14,9.0,635.0,Yes,0.0
24425,28.0,male,High School,87243.0,2,MORTGAGE,6000.0,EDUCATION,15.37,0.07,10.0,645.0,Yes,0.0
16649,24.0,female,High School,85006.0,2,RENT,13000.0,EDUCATION,10.0,0.15,2.0,688.0,Yes,
27030,30.0,male,Master,144931.0,9,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.38,0.03,9.0,644.0,Yes,0.0
7464,22.0,female,Associate,64421.0,0,OWN,2250.0,VENTURE,10.62,0.03,3.0,599.0,Yes,0.0
21079,27.0,female,High School,55025.0,6,OWN,15250.0,EDUCATION,13.98,0.28,10.0,531.0,Yes,0.0
7374,22.0,female,Bachelor,64448.0,2,MORTGAGE,4000.0,VENTURE,10.99,0.06,2.0,684.0,Yes,0.0
32419,61.0,female,,64516.0,39,MORTGAGE,7000.0,PERSONAL,7.49,0.11,23.0,765.0,Yes,0.0
19713,34.0,male,Associate,43207.0,11,MORTGAGE,5000.0,PERSONAL,10.74,0.12,7.0,698.0,No,0.0
21578,27.0,male,Associate,43314.0,8,RENT,6000.0,MEDICAL,7.49,0.14,10.0,669.0,No,0.0
13965,23.0,male,Bachelor,120133.0,2,MORTGAGE,23000.0,DEBTCONSOLIDATION,6.91,0.19,4.0,593.0,No,0.0
39449,31.0,male,Doctorate,58601.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.25,0.09,6.0,660.0,Yes,0.0
35500,,female,Doctorate,48882.0,12,RENT,,VENTURE,12.34,0.2,8.0,712.0,No,0.0
24719,27.0,male,Associate,91054.0,3,MORTGAGE,8500.0,HOMEIMPROVEMENT,17.19,0.09,5.0,589.0,No,0.0
39664,27.0,male,Bachelor,59378.0,8,RENT,10000.0,EDUCATION,15.65,0.17,9.0,696.0,Yes,0.0
9013,23.0,male,High School,66698.0,1,RENT,8000.0,PERSONAL,10.65,0.12,2.0,572.0,Yes,0.0
7268,26.0,male,Bachelor,39588.0,3,RENT,6375.0,DEBTCONSOLIDATION,10.74,0.16,2.0,671.0,Yes,0.0
9601,21.0,male,Bachelor,37370.0,0,RENT,8400.0,EDUCATION,6.03,0.22,3.0,651.0,No,0.0
43684,28.0,male,Bachelor,21570.0,2,RENT,3344.0,DEBTCONSOLIDATION,13.01,0.15,6.0,574.0,No,1.0
12832,22.0,female,Associate,51414.0,4,RENT,3000.0,PERSONAL,11.49,0.06,2.0,695.0,Yes,0.0
25234,28.0,male,High School,99133.0,5,MORTGAGE,3000.0,EDUCATION,12.42,0.03,5.0,682.0,No,0.0
35657,24.0,female,High School,60720.0,2,RENT,5000.0,DEBTCONSOLIDATION,10.77,0.08,3.0,654.0,No,0.0
1219,21.0,female,High School,30896.0,0,MORTGAGE,2800.0,VENTURE,11.01,0.09,3.0,687.0,Yes,0.0
25733,30.0,female,Associate,109101.0,7,MORTGAGE,4500.0,DEBTCONSOLIDATION,5.99,0.04,6.0,713.0,No,0.0
44156,27.0,female,Master,70418.0,3,RENT,20000.0,DEBTCONSOLIDATION,11.24,0.28,5.0,579.0,No,1.0
13406,23.0,,Bachelor,95636.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,14.09,0.17,3.0,610.0,No,1.0
31605,41.0,female,High School,133273.0,17,MORTGAGE,25000.0,EDUCATION,12.73,0.19,14.0,711.0,Yes,0.0
9109,22.0,male,Master,73015.0,0,OWN,11500.0,VENTURE,7.88,0.16,2.0,699.0,No,0.0
36782,28.0,female,Master,56195.0,6,MORTGAGE,16661.0,EDUCATION,14.67,0.3,6.0,660.0,Yes,0.0
37441,24.0,male,High School,58146.0,2,OWN,9788.0,VENTURE,10.41,0.17,3.0,610.0,Yes,0.0
3903,21.0,male,High School,48970.0,0,RENT,4000.0,EDUCATION,7.51,0.08,2.0,629.0,No,0.0
4518,23.0,female,Bachelor,85041.0,2,RENT,4800.0,PERSONAL,11.01,0.06,2.0,578.0,Yes,0.0
36681,25.0,male,Master,38997.0,2,RENT,1500.0,EDUCATION,7.41,0.04,4.0,684.0,Yes,0.0
22848,,female,Associate,22682.0,3,RENT,8000.0,EDUCATION,10.75,0.35,10.0,639.0,No,
9465,23.0,male,High School,75652.0,0,MORTGAGE,11200.0,VENTURE,7.88,0.15,4.0,570.0,Yes,0.0
13511,26.0,female,Bachelor,42229.0,2,OWN,5500.0,PERSONAL,7.51,0.13,2.0,,No,0.0
2866,25.0,male,Master,79418.0,1,RENT,3000.0,HOMEIMPROVEMENT,8.49,0.04,4.0,671.0,No,0.0
7236,,female,High School,63580.0,4,MORTGAGE,14500.0,MEDICAL,7.29,0.23,4.0,615.0,Yes,0.0
17925,28.0,female,Bachelor,300765.0,3,MORTGAGE,35000.0,PERSONAL,11.71,0.12,7.0,690.0,No,0.0
1502,22.0,male,Master,65725.0,1,RENT,1300.0,DEBTCONSOLIDATION,14.27,0.02,2.0,700.0,No,1.0
35114,28.0,male,Bachelor,48968.0,4,RENT,6500.0,VENTURE,11.05,0.13,6.0,671.0,Yes,0.0
27051,30.0,female,High School,144996.0,6,MORTGAGE,7500.0,VENTURE,15.65,0.05,5.0,514.0,Yes,
25787,33.0,female,Master,60563.0,10,RENT,2800.0,DEBTCONSOLIDATION,12.84,0.05,5.0,596.0,No,0.0
42199,31.0,male,Associate,53987.0,10,RENT,5000.0,HOMEIMPROVEMENT,16.79,0.09,6.0,657.0,No,1.0
37565,40.0,female,High School,150890.0,15,MORTGAGE,8845.0,MEDICAL,7.8,0.06,12.0,585.0,Yes,0.0
30711,45.0,male,Associate,105485.0,26,RENT,8000.0,DEBTCONSOLIDATION,13.11,0.08,15.0,683.0,No,0.0
33839,29.0,female,Bachelor,53271.0,6,RENT,4035.0,EDUCATION,12.83,0.08,6.0,644.0,Yes,0.0
